epoch_ms,waiting,hikari_active,hikari_pending,process_cpu,system_cpu
1783587772552,0,0.0,0.0,0.0,0.0
1783587773336,0,0.0,0.0,0.007372523424781881,0.7191650853889943
1783587773981,0,0.0,0.0,0.004005998063897318,0.8141263940520446
1783587774679,0,0.0,0.0,0.0032438076082581305,0.7228915662650602
1783587775490,0,0.0,0.0,0.007187391860196862,0.9471153846153846
1783587776331,0,0.0,0.0,0.004858543367987766,0.9684499314128944
1783587777321,0,0.0,0.0,0.0049179901052198004,0.9333333333333333
1783587778059,0,0.0,0.0,0.004713868514857921,0.9478260869565217
1783587778980,0,0.0,0.0,0.003221726180524999,0.9632107023411371
1783587779643,0,0.0,0.0,0.002758432622923309,0.6283524904214559
1783587780300,0,0.0,0.0,0.0030378545889937067,0.6811091854419411
1783587781074,0,0.0,0.0,0.0035687982798878453,0.4318181818181818
1783587781742,0,0.0,0.0,0.002483958459949661,0.302734375
1783587782392,0,0.0,0.0,0.003929207909334279,0.23735408560311283
1783587783038,0,0.0,0.0,0.0020484529032555494,0.23449612403100775
1783587783686,0,0.0,0.0,0.002849259274234936,0.26614481409001955
1783587784657,0,0.0,0.0,0.5779955811674826,0.8256513026052105
1783587785667,2,0.0,0.0,0.6291513111403235,1.0
1783587787083,59,7.0,0.0,0.6824253071452675,1.0
1783587788965,161,0.0,0.0,0.6658138280351537,1.0
1783587790484,119,1.0,0.0,0.8181037442561577,1.0
1783587791593,112,1.0,0.0,0.7899367105300754,0.9986282578875172
1783587792840,102,3.0,0.0,0.6746105935969605,1.0
1783587793624,64,3.0,0.0,0.7815437899112213,1.0
1783587794459,0,4.0,0.0,0.7965344389398358,0.9985443959243085
1783587795341,0,27.0,0.0,0.6761820985010707,1.0
1783587796876,0,37.0,8.0,0.4996882382944154,1.0
1783587798388,0,29.0,0.0,0.5539410663238223,1.0
1783587799888,0,40.0,85.0,0.54012773579246,1.0
1783587802011,0,40.0,103.0,0.33645961052161694,1.0
1783587803521,0,40.0,19.0,0.2234259891720516,1.0
1783587804496,0,40.0,19.0,0.1879833157613969,0.9206349206349206
1783587805157,0,0.0,0.0,0.004628761565760963,0.4648956356736243
1783587805810,0,0.0,0.0,0.0336986343013049,0.6303501945525292
1783587806485,0,0.0,0.0,0.015285306106843288,0.5333333333333333
1783587807155,0,0.0,0.0,0.01145773053262262,0.4942528735632184
1783587807823,0,0.0,0.0,0.048961342007312295,0.6266666666666667
1783587808475,0,0.0,0.0,0.0022471177166161903,0.56
1783587809135,0,1.0,0.0,0.02490912133400782,0.48330058939096265
1783587809789,0,1.0,0.0,0.007473200914321747,0.4157088122605364
1783587810458,0,0.0,0.0,0.0034870315057375216,0.3799621928166352
1783587811111,0,0.0,0.0,0.002108133818155955,0.39219330855018586
1783587811821,0,0.0,0.0,0.003178659908306518,0.6577060931899642
1783587812489,0,0.0,0.0,0.0027236194899828937,0.5402298850574713
1783587813149,0,0.0,0.0,0.0024603184126765084,0.45179584120982985
1783587813815,0,0.0,0.0,0.002584587534851565,0.2838095238095238
1783587814465,0,0.0,0.0,0.0026721145219799508,0.29980276134122286
1783587815116,0,0.0,0.0,0.0020111086231588944,0.21361058601134217
1783587815788,0,0.0,0.0,0.0027334573514809523,0.3047619047619048
1783587816446,0,0.0,0.0,0.0027000078826814457,0.30095238095238097
1783587817115,0,0.0,0.0,0.0021826767161131464,0.27735849056603773
1783587817770,0,0.0,0.0,0.0025877181576624605,0.3019230769230769
1783587818421,0,0.0,0.0,0.0020578631521003853,0.277882797731569
1783587819084,0,0.0,0.0,0.0019037562457437122,0.2662835249042146
1783587819735,0,0.0,0.0,0.004298075915988442,0.24806201550387597
1783587820386,0,0.0,0.0,0.003230043840530992,0.4582560296846011
1783587821093,0,0.0,0.0,0.002204058234579005,0.5825932504440497
1783587821791,0,0.0,0.0,0.002621944546325765,0.3121495327102804
1783587822449,0,0.0,0.0,0.002931361526104538,0.26641651031894936
1783587823114,0,0.0,0.0,0.002255021519138182,0.20970873786407768
1783587823756,0,0.0,0.0,0.002582376622605358,0.35247524752475246
1783587824407,0,0.0,0.0,0.002556057714237699,0.4387947269303202
1783587825074,0,0.0,0.0,0.002021275151383496,0.3132075471698113
1783587825734,0,0.0,0.0,0.003517780536296975,0.7343173431734318
1783587826438,0,0.0,0.0,0.004356897398134512,0.5745454545454546
1783587827167,0,0.0,0.0,0.0021350799832448404,0.44661921708185054
1783587827817,0,0.0,0.0,0.0025899945638862836,0.41398865784499056
1783587828493,0,0.0,0.0,0.002650794083483639,0.3365019011406844
1783587829148,0,0.0,0.0,0.0017660874755295415,0.2870722433460076
1783587829804,0,0.0,0.0,0.0028851864633212525,0.34146341463414637
1783587830481,0,0.0,0.0,0.0023272113138748107,0.28460038986354774
1783587831139,0,0.0,0.0,0.002502763995254018,0.26454033771106944
1783587831789,0,0.0,0.0,0.0031820589698221234,0.28875968992248063
