epoch_ms,waiting,hikari_active,hikari_pending,process_cpu,system_cpu
1783592856274,0,0.0,0.0,0.0,0.0
1783592857168,0,0.0,0.0,0.5671642110156173,0.9974842767295597
1783592858514,4,0.0,0.0,0.7036331096052629,1.0
1783592859562,112,1.0,0.0,0.73517481620121,1.0
1783592860800,188,1.0,0.0,0.646925097610893,1.0
1783592861738,237,1.0,0.0,0.4720606024780599,1.0
1783592862722,207,39.0,0.0,0.18938656782654756,0.9842105263157894
1783592863801,207,1.0,0.0,0.14149065544364384,0.9989094874591058
1783592864978,132,13.0,0.0,0.1468163337540343,0.9930313588850174
1783592866059,87,13.0,0.0,0.17979273663182307,0.9960159362549801
1783592867049,87,1.0,0.0,0.13415112667963966,0.9960578186596584
1783592867874,87,1.0,0.0,0.12780981537933644,0.9487179487179487
1783592868709,0,0.0,0.0,0.048373249102026596,0.7083333333333334
1783592869391,0,0.0,0.0,0.22365489674629108,0.9798319327731092
1783592870116,0,1.0,0.0,0.11067060808796346,0.8361904761904762
1783592870787,0,1.0,0.0,0.00952639632414466,0.7759562841530054
1783592871472,0,0.0,0.0,0.04823285746213594,0.5741811175337187
1783592872119,0,0.0,0.0,0.013237831759023752,0.4137254901960784
1783592872761,0,0.0,0.0,0.01175439723766119,0.3524904214559387
1783592873412,0,0.0,0.0,0.0071753273446189215,0.25440313111545987
1783592874062,0,0.0,0.0,0.005202380620522399,0.49320388349514566
1783592874734,0,0.0,0.0,0.004296802529583054,0.7335581787521079
1783592875493,0,0.0,0.0,0.00302003877723985,0.8180147058823529
1783592876162,0,0.0,0.0,0.005593875813503802,0.4918625678119349
1783592876852,0,0.0,0.0,0.003820624453186842,0.4540337711069418
1783592877502,0,0.0,0.0,0.0024838166959207605,0.46095238095238095
1783592878168,0,0.0,0.0,0.0033574213776663793,0.26744186046511625
1783592878815,0,0.0,0.0,0.0038905472790954536,0.3532818532818533
1783592879482,0,0.0,0.0,0.0035174965240160234,0.24907063197026022
1783592880144,0,0.0,0.0,0.005014418491659319,0.18679245283018867
1783592880829,0,0.0,0.0,0.006093144760404405,0.2690166975881262
1783592881486,0,0.0,0.0,0.012816712335500044,0.3532818532818533
1783592882142,0,0.0,0.0,0.004291497975708502,0.3352601156069364
1783592883014,0,0.0,0.0,0.004474253052168707,0.7365119196988708
1783592883804,0,0.0,0.0,0.006009963860587623,0.8782161234991424
1783592884593,0,0.0,0.0,0.0031371068230028193,0.9306451612903226
1783592885332,0,0.0,0.0,0.009146994272255233,0.7666068222621185
1783592886016,0,0.0,0.0,0.005838843817764819,0.7693761814744802
1783592886698,0,0.0,0.0,0.006016898684909049,0.9635416666666666
1783592887447,0,0.0,0.0,0.0170641942611755,0.9364820846905537
1783592888200,0,0.0,0.0,0.009051690123170903,0.9312602291325696
1783592888977,0,0.0,0.0,0.013998934187916446,0.940959409594096
1783592889652,0,0.0,0.0,0.0031920920041841883,0.816247582205029
1783592890310,0,0.0,0.0,0.004524696350267479,0.6247582205029013
1783592891061,0,0.0,0.0,0.004150926915933935,0.9359375
1783592891812,0,0.0,0.0,0.010378711247574527,0.8883071553228621
1783592892520,0,0.0,0.0,0.005050431658962537,0.6879699248120301
1783592893210,0,0.0,0.0,0.022822501543393003,0.6410256410256411
1783592893868,0,0.0,0.0,0.0040865499148332995,0.6480769230769231
1783592894546,0,0.0,0.0,0.0031352470373937754,0.6395348837209303
1783592895218,0,0.0,0.0,0.0024759721648911098,0.8686679174484052
1783592895918,0,0.0,0.0,0.006691438138409157,0.9197431781701445
1783592896705,0,0.0,0.0,0.0033305758636830705,0.8279569892473119
1783592897394,0,0.0,0.0,0.0026370618238230744,0.6608187134502924
1783592898053,0,0.0,0.0,0.003980610136722261,0.8007590132827325
1783592898758,0,0.0,0.0,0.004492014789246825,0.9110512129380054
1783592899727,0,0.0,0.0,0.007081171932305712,0.6794019933554817
1783592900436,0,0.0,0.0,0.0070463670885156865,0.8884826325411335
1783592901125,0,0.0,0.0,0.012578379053518563,0.5244360902255639
1783592901786,0,0.0,0.0,0.004063072913791998,0.3464419475655431
1783592902558,0,0.0,0.0,0.002973785230831397,0.5643153526970954
1783592903379,0,0.0,0.0,0.0033892141938683135,0.5190562613430127
1783592904058,0,0.0,0.0,0.0031346260838885647,0.46387832699619774
1783592904730,0,0.0,0.0,0.003546633029759265,0.4585635359116022
1783592905395,0,0.0,0.0,0.03726808587890765,0.5178236397748592
1783592906071,0,0.0,0.0,0.00801406569512331,0.4105461393596987
1783592906735,0,0.0,0.0,0.0031724672385986643,0.3655705996131528
1783592907399,0,0.0,0.0,0.003259186894115879,0.2339622641509434
1783592908055,0,0.0,0.0,0.0017224599957262707,0.24224806201550386
1783592908702,0,0.0,0.0,0.002651580311915389,0.38791423001949316
1783592909346,0,0.0,0.0,0.020385346221756327,0.3852140077821012
1783592909999,0,0.0,0.0,0.003783174868031019,0.617124394184168
1783592910847,0,0.0,0.0,0.005608256617098832,0.7221324717285945
1783592911572,0,0.0,0.0,0.01284814596983422,0.798951048951049
1783592912295,0,0.0,0.0,0.0024028787371766615,0.3537037037037037
1783592912961,0,0.0,0.0,0.008324665982442315,0.35067437379576105
1783592913620,0,0.0,0.0,0.0026578434324540513,0.2944550669216061
1783592914270,0,0.0,0.0,0.0023982117148738206,0.41947565543071164
1783592914940,0,0.0,0.0,0.002095072408236292,0.396484375
1783592915582,0,0.0,0.0,0.032000731329697434,0.380859375
1783592916238,0,0.0,0.0,0.004291963603970476,0.38977635782747605
1783592917021,0,0.0,0.0,0.003214814133376264,0.3346228239845261
1783592917674,0,0.0,0.0,0.002987156205505838,0.6352
1783592918508,0,0.0,0.0,0.0037964418590627274,0.7170818505338078
1783592919163,0,0.0,0.0,0.0026023912097987586,0.3985239852398524
1783592919848,0,0.0,0.0,0.006878975498191239,0.3088803088803089
1783592920503,0,0.0,0.0,0.005659974288011095,0.28076923076923077
1783592921148,0,0.0,0.0,0.0031673923373348248,0.45864661654135336
1783592921826,0,0.0,0.0,0.0033776832990672473,0.5814814814814815
1783592922513,0,0.0,0.0,0.0021852989389872643,0.30566037735849055
1783592923169,0,0.0,0.0,0.009351967871238662,0.23837209302325582
1783592923811,0,0.0,0.0,0.0028697130523950747,0.25742574257425743
1783592924450,0,0.0,0.0,0.0026165792280530113,0.26705653021442494
1783592925099,0,0.0,0.0,0.0027486227203647414,0.20616570327552985
1783592925751,0,0.0,0.0,0.0048004167289044195,0.3036053130929791
1783592926408,0,0.0,0.0,0.0068732754849831915,0.38740458015267176
1783592927082,0,0.0,0.0,0.0030578710063413213,0.5627177700348432
1783592927793,0,0.0,0.0,0.002341425685829536,0.33460803059273425
1783592928441,0,0.0,0.0,0.005593189194864874,0.4980544747081712
1783592929094,0,0.0,0.0,0.00737582295026922,0.295668549905838
1783592929777,0,0.0,0.0,0.003505383493799515,0.23484848484848486
1783592930437,0,0.0,0.0,0.009139798583535872,0.29206963249516443
1783592931092,0,0.0,0.0,0.004631743978617887,0.5066921606118547
1783592931741,0,0.0,0.0,0.0021227161679331272,0.3053435114503817
1783592932405,0,0.0,0.0,0.0035043287265259927,0.43566176470588236
1783592933090,0,0.0,0.0,0.0030309161357995108,0.5654648956356736
1783592933750,0,0.0,0.0,0.003982889719241502,0.3152804642166344
1783592934404,0,0.0,0.0,0.002843448855295064,0.2542372881355932
1783592935063,0,0.0,0.0,0.0019417356034174547,0.38684719535783363
1783592935713,0,0.0,0.0,0.0023534393433672337,0.36952380952380953
1783592936383,0,0.0,0.0,0.005002361260973138,0.44485981308411215
1783592937063,0,0.0,0.0,0.008114880994226225,0.5164410058027079
1783592937700,0,0.0,0.0,0.004312010748202498,0.5454545454545454
1783592938355,0,0.0,0.0,0.0020432101676710296,0.42065009560229444
1783592939008,0,0.0,0.0,0.002540831348609923,0.28875968992248063
1783592939656,0,0.0,0.0,0.010720502410165172,0.25096525096525096
1783592940308,0,0.0,0.0,0.0029556385262789644,0.2549019607843137
1783592941163,0,0.0,0.0,0.01285273246473305,0.6401515151515151
1783592941983,0,0.0,0.0,0.004293137317026805,0.44404973357015987
1783592942655,0,0.0,0.0,0.002324809602989656,0.603448275862069
1783592943325,0,0.0,0.0,0.002050150787445549,0.3615819209039548
1783592943990,0,0.0,0.0,0.008322289594741319,0.5833333333333334
1783592944669,0,0.0,0.0,0.002195296331138288,0.41965973534971646
1783592945326,0,0.0,0.0,0.002697214120393602,0.34108527131782945
1783592945975,0,0.0,0.0,0.0022341897049529733,0.2729044834307992
